@RELATION tweets-sentiment

@ATTRIBUTE	"First_person_pronouns"	NUMERIC
@ATTRIBUTE	"Second_person_pronouns"	NUMERIC
@ATTRIBUTE	"Third_person_pronouns"	NUMERIC
@ATTRIBUTE	"Coordinating conjunctions"	NUMERIC
@ATTRIBUTE	"Past_tense_verbs"	NUMERIC
@ATTRIBUTE	"Future_tense_verbs"	NUMERIC
@ATTRIBUTE	"Commas"	NUMERIC
@ATTRIBUTE	"Positive_words"	NUMERIC
@ATTRIBUTE	"Negative_words"	NUMERIC
@ATTRIBUTE	"Colon_semi-colon_ellipsis"	NUMERIC
@ATTRIBUTE	"Dashes"	NUMERIC
@ATTRIBUTE	"Parentheses"	NUMERIC
@ATTRIBUTE	"Common_nouns"	NUMERIC
@ATTRIBUTE	"Proper_nouns"	NUMERIC
@ATTRIBUTE	"Adverbs"	NUMERIC
@ATTRIBUTE	"Wh_words"	NUMERIC
@ATTRIBUTE	"Modern_slang_acronyms"	NUMERIC
@ATTRIBUTE	"Upper_case"	NUMERIC
@ATTRIBUTE	"Average_token_length"	NUMERIC
@ATTRIBUTE	"Sentiment"	NUMERIC

@DATA
3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,3.0,0
4,0,0,2,0,0,0,1,4,0,0,0,0,0,1,1,0,0,3.0,0
3,1,1,0,2,0,0,2,2,0,0,0,0,0,3,0,0,0,4.0,0
1,0,0,0,2,0,0,0,2,0,0,0,4,2,2,1,0,0,4.0,0
1,3,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,3.0,0
2,0,1,1,1,0,0,1,0,0,0,0,4,2,4,0,1,0,4.0,0
0,0,1,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,4.0,0
0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,4.0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,0
1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,7.0,0
2,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,4.0,0
1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3.0,0
1,0,0,1,1,0,0,0,1,0,0,0,5,1,2,0,0,1,3.0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.0,0
2,0,2,0,0,0,0,2,1,0,0,0,3,1,5,1,0,0,3.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,0
2,0,0,0,0,0,0,1,1,0,0,0,3,1,2,0,0,0,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,0
2,3,0,0,4,0,0,1,0,0,0,0,0,2,2,1,0,0,3.0,0
2,1,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,4.0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4.0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3.0,0
1,0,0,1,1,1,0,0,1,0,0,0,3,0,5,0,0,0,4.0,0
1,0,0,0,1,0,0,1,1,0,0,0,3,0,1,0,0,0,3.0,0
4,0,0,1,1,0,0,1,3,0,0,0,3,0,2,0,1,0,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,0
0,0,0,0,0,0,0,0,2,0,0,0,7,1,1,1,0,0,3.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4.0,0
1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,3.0,0
3,1,0,0,1,0,0,1,2,0,0,0,3,0,1,0,1,3,3.0,0
1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4.0,0
2,0,0,0,0,0,0,1,2,0,0,0,2,0,3,1,0,1,4.0,0
0,0,0,2,2,0,0,2,0,1,0,0,9,3,1,0,0,0,4.0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.0,0
1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4.0,0
1,1,0,1,0,0,0,1,0,0,0,2,6,1,2,0,0,0,4.0,0
0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,3.0,0
2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3.0,0
0,2,0,0,1,0,0,1,2,0,0,0,3,0,1,1,2,0,4.0,0
1,1,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,3.0,0
2,1,0,1,3,0,0,0,2,0,0,0,3,0,3,0,0,0,5.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0
2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,4.0,0
0,0,0,1,2,0,0,0,3,0,0,0,3,2,2,0,0,0,3.0,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4.0,0
3,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,1,2,3.0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.0,0
2,0,0,0,0,0,0,1,3,0,0,0,3,0,5,0,0,0,5.0,0
3,0,0,0,2,0,0,0,0,0,0,0,6,0,1,1,0,0,5.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4.0,0
0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,4.0,0
2,0,0,1,0,0,0,2,2,1,0,0,7,0,1,1,0,0,4.0,0
0,2,1,0,0,0,0,1,1,0,0,0,4,0,3,0,0,0,4.0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11.0,0
1,0,1,2,0,0,0,1,1,0,0,0,1,3,3,0,1,11,3.0,0
2,0,1,0,2,0,0,1,1,0,0,0,4,0,2,0,0,0,3.0,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0
0,0,0,1,1,0,0,2,1,1,0,0,3,3,0,0,0,0,4.0,0
0,0,0,0,2,0,0,0,2,2,0,0,4,3,0,0,0,0,5.0,0
1,0,1,0,2,1,0,2,2,0,0,0,8,0,0,0,0,0,4.0,0
1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,0
1,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,4.0,0
1,0,1,1,0,1,0,1,1,0,0,0,4,0,0,0,0,0,5.0,0
0,0,3,0,1,1,0,1,0,0,0,0,3,1,0,1,0,0,6.0,0
0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,0,0,4.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0
2,0,1,1,2,0,0,0,0,0,0,0,3,1,0,0,1,0,4.0,0
0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3.0,0
0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,1,1,0,3.0,0
2,0,1,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,4.0,0
2,0,1,0,3,0,0,0,2,0,0,0,3,0,1,1,0,0,4.0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0
1,2,0,1,0,0,0,4,2,0,0,0,2,0,1,1,0,0,4.0,0
2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.0,0
3,1,0,0,0,0,0,0,1,2,0,0,4,1,1,0,1,1,3.0,0
0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,4.0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4.0,0
4,0,0,0,3,0,0,1,0,0,0,0,3,1,1,1,0,0,3.0,0
2,0,0,1,1,0,0,0,4,0,0,0,3,0,2,0,0,0,3.0,0
1,0,0,0,0,0,0,0,2,0,0,0,4,1,1,1,0,1,3.0,0
0,0,0,3,0,0,0,2,0,3,0,0,1,2,1,0,0,0,3.0,0
3,0,1,0,1,0,0,0,2,0,0,0,6,0,1,0,0,1,3.0,0
1,0,0,2,1,0,0,0,0,1,0,0,2,0,5,2,0,0,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0
0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,5.0,0
0,1,2,2,0,0,0,1,1,0,0,0,2,1,1,0,1,0,3.0,0
0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,4.0,0
2,0,3,2,4,0,0,0,2,0,0,0,3,0,0,0,0,0,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0,0
1,3,0,1,1,0,0,4,2,3,0,0,3,0,3,0,0,0,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4.0,0
1,1,0,1,1,0,0,1,1,0,0,0,4,1,2,0,0,0,5.0,0
0,0,1,2,1,0,0,1,2,0,0,0,4,1,0,0,0,0,4.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3.0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,0
1,0,0,2,2,1,0,1,0,0,0,0,5,0,3,0,0,0,5.0,0
1,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,0,0,4.0,0
2,0,0,0,1,0,0,1,1,0,0,0,3,3,2,0,0,0,4.0,0
1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3.0,0
1,0,0,0,1,0,0,1,2,0,0,0,5,0,0,0,1,0,4.0,0
0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4.0,0
0,0,2,1,2,0,0,2,0,1,0,0,5,0,3,0,1,0,4.0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0
1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,4.0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,4.0,0
2,0,0,1,1,0,0,3,1,0,0,0,8,0,1,0,0,0,4.0,0
0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3.0,0
0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4.0,0
0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,5.0,0
0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4.0,0
1,0,3,0,3,0,0,1,1,0,3,0,1,2,2,0,0,0,4.0,0
0,0,1,0,3,0,0,4,1,0,0,0,4,2,2,0,0,0,3.0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.0,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0
2,0,3,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,4.0,0
0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,0,1,0,5.0,0
1,0,0,1,1,0,0,0,2,0,0,0,5,0,0,0,0,0,3.0,0
1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5.0,0
0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,4.0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,4.0,0
2,0,1,0,3,0,0,0,1,0,0,0,3,0,1,0,1,0,4.0,0
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6.0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
1,1,0,1,0,0,0,0,1,2,0,0,3,2,1,0,0,0,4.0,0
2,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,2,3.0,0
1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3.0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5.0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3.0,0
2,0,0,0,0,0,0,2,3,0,0,0,2,0,2,1,1,0,4.0,0
3,0,1,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,5.0,0
2,0,0,0,2,0,0,0,2,0,0,0,4,1,1,0,1,0,3.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,1,1,0,4.0,0
1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,0,0,1,3.0,0
1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0,0
0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,3,0,3.0,0
2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,3.0,0
2,0,1,1,0,0,0,2,0,0,0,0,5,0,1,0,0,0,4.0,0
2,0,0,1,2,0,0,0,1,2,0,0,2,0,2,0,0,0,3.0,0
4,0,0,0,1,0,0,0,2,0,0,0,4,1,1,0,0,1,4.0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3.0,0
0,0,0,1,0,0,0,0,2,0,0,0,4,3,0,1,0,0,4.0,0
3,1,0,1,0,0,0,3,2,0,0,0,3,0,3,0,0,0,4.0,0
0,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,1,0,4.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,0
0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,4.0,0
0,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,1,0,4.0,0
1,0,0,0,1,0,0,2,0,0,0,0,4,3,0,0,0,0,4.0,0
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5.0,0
3,0,2,1,1,0,0,2,1,0,0,0,3,0,3,0,0,0,3.0,0
2,0,1,1,2,0,0,1,1,0,0,0,1,1,1,0,0,0,4.0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,4.0,0
1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3.0,0
1,0,0,1,1,0,0,0,1,0,0,0,4,0,1,0,0,0,4.0,0
0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3,4.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0
2,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4.0,0
1,0,0,0,2,0,0,0,1,0,0,0,4,1,1,0,1,0,4.0,0
0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,0,0,0,3.0,0
0,0,0,1,2,0,0,0,1,0,0,0,1,3,0,0,0,0,4.0,0
1,1,0,0,0,0,0,1,1,0,0,0,6,3,0,0,1,0,4.0,0
1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3.0,0
2,0,0,1,0,2,0,0,2,0,0,0,2,0,2,0,0,0,4.0,0
3,0,0,0,1,0,0,0,2,0,0,0,2,1,1,0,0,0,3.0,0
0,0,2,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,4.0,0
2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,0
3,0,2,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,3.0,0
2,0,2,0,1,0,0,3,0,1,0,0,4,0,2,0,0,0,3.0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6.0,0
1,2,0,1,0,1,0,6,1,0,0,0,3,1,1,0,0,0,3.0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0
4,1,0,0,1,0,0,0,4,0,0,0,4,2,1,0,0,0,3.0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,7,4.0,0
1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,5.0,0
0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,1,0,0,4.0,0
0,0,0,0,0,1,0,2,0,1,0,0,2,0,1,1,0,0,4.0,0
1,0,0,0,3,0,0,0,0,0,0,0,3,2,1,2,1,0,3.0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4.0,0
2,0,2,0,1,0,0,0,1,0,0,0,8,0,1,1,0,0,4.0,0
3,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0,0,0,5.0,0
1,0,0,0,1,0,0,1,0,0,0,0,6,1,0,0,0,0,6.0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0
2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4.0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5.0,0
0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4.0,0
1,0,1,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,4.0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3.0,0
1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,0
2,2,0,1,1,0,0,0,1,0,0,0,2,0,3,0,0,0,4.0,0
2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,3.0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0
0,1,0,1,1,0,0,2,2,1,0,0,5,1,1,0,0,0,4.0,0
0,2,0,1,1,0,0,0,1,0,0,0,3,1,2,2,0,1,4.0,0
4,1,3,3,0,0,0,0,1,0,0,0,2,0,1,0,1,1,3.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3.0,0
1,0,0,1,2,0,0,1,3,0,0,2,2,0,0,0,1,1,4.0,0
2,0,1,0,3,0,0,0,1,1,0,0,4,0,1,0,2,0,3.0,0
0,1,0,1,1,0,0,2,2,1,0,0,5,1,1,0,0,0,4.0,0
5,0,2,1,2,0,0,0,0,1,0,0,0,0,4,2,1,0,3.0,0
0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,3.0,0
2,0,0,1,1,0,0,1,2,0,0,0,6,2,0,0,0,4,4.0,0
3,0,1,1,0,0,0,3,2,0,0,0,1,1,1,1,0,0,3.0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,2.0,0
1,0,1,1,2,0,0,0,0,0,0,0,3,0,1,0,0,1,4.0,0
2,0,0,2,1,0,0,0,0,0,0,0,5,0,1,0,0,0,3.0,0
2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0,0
1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,3.0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,0
1,0,0,0,1,0,0,2,1,0,0,0,1,0,2,0,0,1,5.0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3.0,0
1,0,0,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,4.0,0
1,0,1,0,2,0,0,0,2,0,0,0,3,1,2,1,0,0,4.0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,0
0,0,0,1,0,0,0,2,0,0,0,0,1,1,3,0,0,1,4.0,0
0,0,0,0,1,0,0,1,0,1,0,0,4,3,1,1,0,0,4.0,0
1,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,5.0,0
2,0,2,2,3,0,0,1,1,0,0,0,3,1,4,1,0,1,3.0,0
1,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,0,0,4.0,0
1,0,0,0,2,0,0,1,0,0,0,0,5,1,2,0,0,0,5.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.0,0
3,0,0,1,0,0,0,0,2,0,0,0,6,1,2,0,1,0,3.0,0
1,0,0,0,2,0,0,1,0,0,0,0,3,2,1,0,0,0,6.0,0
2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,0
0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4.0,0
2,0,0,0,2,0,0,1,1,0,0,0,4,2,1,0,0,0,4.0,0
1,0,0,3,0,0,0,0,1,0,0,0,2,0,2,1,0,0,3.0,0
1,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,1,2,4.0,0
2,0,1,0,1,0,0,1,1,0,0,0,5,0,5,0,0,0,4.0,0
2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,4.0,0
0,0,1,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,4.0,0
0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4.0,0
1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3.0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.0,0
1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4.0,0
1,1,1,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0
1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,0
2,0,1,1,0,0,0,0,1,0,0,0,5,0,2,0,0,0,4.0,0
3,0,2,0,3,0,0,1,0,0,2,0,2,1,2,1,1,0,4.0,0
0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3.0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0
2,0,0,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,3.0,0
2,0,1,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,4.0,0
0,0,4,1,2,0,0,1,3,0,0,0,4,0,2,1,0,0,5.0,0
2,0,1,1,1,0,0,0,1,0,0,0,4,3,3,0,0,2,4.0,0
2,0,0,0,1,0,0,2,0,0,0,0,2,0,4,0,0,0,3.0,0
